transaction_id,transaction_date,employee_id,employee_name,email,department,category,merchant,amount_usd,currency,policy_limit_usd,policy_violation,notes
TXN-04127,2024-03-24,EMP-6514,Carlos Hanson,carlos.hanson@brex-demo.com,Finance,Software & SaaS,Notion,720.42,USD,1000,False,
TXN-04318,2024-03-24,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Professional Services,Deloitte Consulting,6061.31,USD,5000,True,
TXN-04840,2024-03-24,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Hardware,Best Buy Business,375.02,USD,2500,False,Threat manager stuff pull.
TXN-00112,2024-03-25,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Meals & Entertainment,Grubhub,63.04,USD,150,False,
TXN-00128,2024-03-25,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Meals & Entertainment,Seamless,205.97,USD,150,True,
TXN-00267,2024-03-25,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Travel & Lodging,Uber,3290.63,USD,3000,True,
TXN-00290,2024-03-25,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Travel & Lodging,Airbnb,1056.76,USD,3000,False,
TXN-00339,2024-03-25,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Professional Services,Freelancer Invoice,3265.96,USD,5000,False,
TXN-00361,2024-03-25,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Meals & Entertainment,Local Bistro,33.62,USD,150,False,
TXN-00472,2024-03-25,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,1467.55,USD,5000,False,History determine worry where pick southern Democrat write camera.
TXN-00538,2024-03-25,EMP-2824,Ryan Hines,ryan.hines@brex-demo.com,Engineering,Software & SaaS,Snowflake,370.97,USD,1000,False,
TXN-00579,2024-03-25,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Meals & Entertainment,Chipotle,443.1,USD,150,True,
TXN-00587,2024-03-25,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,1441.6,USD,5000,False,North approach building success camera.
TXN-00998,2024-03-25,EMP-5012,Frances Pierce,frances.pierce@brex-demo.com,Engineering,Office Supplies,Amazon Business,233.09,USD,200,True,
TXN-01261,2024-03-25,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Travel & Lodging,Uber,370.38,USD,3000,False,
TXN-01350,2024-03-25,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Professional Services,Accenture,5542.95,USD,5000,True,
TXN-01409,2024-03-25,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Hardware,Apple Business,2122.84,USD,2500,False,
TXN-01520,2024-03-25,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Software & SaaS,Zoom,2278.42,USD,1000,True,
TXN-01567,2024-03-25,EMP-8359,Rhonda Gutierrez,rhonda.gutierrez@brex-demo.com,Sales,Travel & Lodging,AmericanAirlines,1037.71,USD,3000,False,Thousand scientist alone candidate live federal hundred rich Congress.
TXN-01676,2024-03-25,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Meals & Entertainment,OpenTable Restaurant,242.39,USD,150,True,
TXN-01683,2024-03-25,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Hardware,CDW,1782.59,USD,2500,False,
TXN-01782,2024-03-25,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,2903.93,USD,5000,False,
TXN-01793,2024-03-25,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Advertising,Google Ads,6278.12,USD,10000,False,
TXN-01920,2024-03-25,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Software & SaaS,Datadog,2324.13,USD,1000,True,One yeah beautiful cell wear.
TXN-02184,2024-03-25,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Professional Services,McKinsey & Co,3612.52,USD,5000,False,
TXN-02195,2024-03-25,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Travel & Lodging,Airbnb,786.1,USD,3000,False,Here dog rate case might participant out must.
TXN-02282,2024-03-25,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Hardware,CDW,688.26,USD,2500,False,Artist wait sometimes clearly attack finish professor laugh.
TXN-02628,2024-03-25,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Software & SaaS,Notion,2048.72,USD,1000,True,
TXN-02676,2024-03-25,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Professional Services,Accenture,5571.76,USD,5000,True,
TXN-02794,2024-03-25,EMP-8359,Rhonda Gutierrez,rhonda.gutierrez@brex-demo.com,Sales,Travel & Lodging,Uber,3100.74,USD,3000,True,
TXN-02804,2024-03-25,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Travel & Lodging,Lyft,503.03,USD,3000,False,
TXN-02973,2024-03-25,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Office Supplies,Uline,263.67,USD,200,True,
TXN-03365,2024-03-25,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Professional Services,McKinsey & Co,2431.75,USD,5000,False,Senior get position account worry bar again.
TXN-03367,2024-03-25,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Meals & Entertainment,Starbucks,150.3,USD,150,True,
TXN-03567,2024-03-25,EMP-2679,Mark Daniel,mark.daniel@brex-demo.com,Engineering,Professional Services,Accenture,4517.96,USD,5000,False,Read strategy TV benefit building wife building someone performance tell.
TXN-03916,2024-03-25,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Travel & Lodging,Lyft,3468.27,USD,3000,True,Father order safe else exactly garden.
TXN-03930,2024-03-25,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Meals & Entertainment,Grubhub,28.25,USD,150,False,Officer can face personal light sea arrive different yeah.
TXN-04001,2024-03-25,EMP-8359,Rhonda Gutierrez,rhonda.gutierrez@brex-demo.com,Sales,Travel & Lodging,Delta Airlines,867.13,USD,3000,False,
TXN-04197,2024-03-25,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Meals & Entertainment,Conference Catering Co.,44.13,USD,150,False,
TXN-04403,2024-03-25,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Meals & Entertainment,Conference Catering Co.,120.81,USD,150,False,
TXN-04489,2024-03-25,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Hardware,CDW,1597.97,USD,2500,False,Under provide crime gas cost reveal experience born your wind.
TXN-04522,2024-03-25,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Software & SaaS,Snowflake,1824.97,USD,1000,True,
TXN-00285,2024-03-26,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Software & SaaS,Datadog,1432.43,USD,1000,True,Open call financial though enough follow six.
TXN-00352,2024-03-26,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Software & SaaS,Slack,45.72,USD,1000,False,
TXN-00787,2024-03-26,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Travel & Lodging,AmericanAirlines,1923.38,USD,3000,False,
TXN-00797,2024-03-26,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Meals & Entertainment,Seamless,302.01,USD,150,True,
TXN-00844,2024-03-26,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Meals & Entertainment,Starbucks,330.21,USD,150,True,Word society industry last low.
TXN-00860,2024-03-26,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Software & SaaS,Zoom,1351.74,USD,1000,True,
TXN-00928,2024-03-26,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Software & SaaS,Heroku,1201.77,USD,1000,True,Level age available prepare current.
TXN-01142,2024-03-26,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Office Depot,6.52,USD,200,False,Than threat she protect bit trouble past set.
TXN-01514,2024-03-26,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Advertising,The Trade Desk,1949.89,USD,10000,False,
TXN-01538,2024-03-26,EMP-2824,Ryan Hines,ryan.hines@brex-demo.com,Engineering,Software & SaaS,Datadog,2465.83,USD,1000,True,
TXN-01958,2024-03-26,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Software & SaaS,Figma,483.57,USD,1000,False,
TXN-02053,2024-03-26,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,McKinsey & Co,6094.83,USD,5000,True,Country too quite end produce eight really board evening project.
TXN-02075,2024-03-26,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Travel & Lodging,Marriott,1124.82,USD,3000,False,
TXN-02298,2024-03-26,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Meals & Entertainment,Starbucks,57.65,USD,150,False,
TXN-02337,2024-03-26,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Hardware,Apple Business,136.72,USD,2500,False,
TXN-02641,2024-03-26,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Professional Services,McKinsey & Co,6325.73,USD,5000,True,
TXN-02695,2024-03-26,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Office Supplies,Office Depot,228.84,USD,200,True,
TXN-03030,2024-03-26,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Software & SaaS,Snowflake,1251.98,USD,1000,True,
TXN-03146,2024-03-26,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Meals & Entertainment,Grubhub,91.05,USD,150,False,Little candidate focus black save yes economic performance.
TXN-03238,2024-03-26,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Software & SaaS,Slack,692.88,USD,1000,False,
TXN-03538,2024-03-26,EMP-5012,Frances Pierce,frances.pierce@brex-demo.com,Engineering,Software & SaaS,Notion,1840.09,USD,1000,True,
TXN-03544,2024-03-26,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Meals & Entertainment,Seamless,419.4,USD,150,True,
TXN-03707,2024-03-26,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,980.55,USD,5000,False,
TXN-03745,2024-03-26,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Meals & Entertainment,OpenTable Restaurant,491.41,USD,150,True,
TXN-04037,2024-03-26,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,4540.0,USD,5000,False,
TXN-04129,2024-03-26,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Travel & Lodging,Enterprise Rent-A-Car,3196.29,USD,3000,True,
TXN-04182,2024-03-26,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Office Supplies,Uline,292.21,USD,200,True,
TXN-04822,2024-03-26,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Meals & Entertainment,Starbucks,437.48,USD,150,True,
TXN-04827,2024-03-26,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Professional Services,McKinsey & Co,5223.04,USD,5000,True,
TXN-00198,2024-03-27,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Meals & Entertainment,Local Bistro,150.05,USD,150,True,
TXN-00645,2024-03-27,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Professional Services,Accenture,4614.56,USD,5000,False,
TXN-00981,2024-03-27,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Advertising,The Trade Desk,12266.13,USD,10000,True,Clearly kind he control both onto rather travel.
TXN-01151,2024-03-27,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Travel & Lodging,United Airlines,3211.38,USD,3000,True,
TXN-01188,2024-03-27,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Hardware,B&H Photo,78.56,USD,2500,False,Key plant one official fire every.
TXN-01552,2024-03-27,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Professional Services,Freelancer Invoice,2976.97,USD,5000,False,
TXN-01622,2024-03-27,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Travel & Lodging,Uber,1279.56,USD,3000,False,
TXN-01931,2024-03-27,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Software & SaaS,Jira Cloud,412.63,USD,1000,False,
TXN-01932,2024-03-27,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Hardware,Apple Business,2022.68,USD,2500,False,So card choose tell strategy room where woman rather garden.
TXN-02401,2024-03-27,EMP-9928,Paul Cooke,paul.cooke@brex-demo.com,Marketing,Advertising,Google Ads,5117.4,USD,10000,False,Near imagine me quite her about their sound into.
TXN-02445,2024-03-27,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,AmericanAirlines,2868.49,USD,3000,False,
TXN-02584,2024-03-27,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,1678.52,USD,5000,False,
TXN-02599,2024-03-27,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Meals & Entertainment,Conference Catering Co.,191.3,USD,150,True,
TXN-02713,2024-03-27,EMP-2679,Mark Daniel,mark.daniel@brex-demo.com,Engineering,Office Supplies,Staples,18.11,USD,200,False,
TXN-02856,2024-03-27,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,Accenture,3886.0,USD,5000,False,
TXN-03029,2024-03-27,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Hardware,Apple Business,1771.01,USD,2500,False,
TXN-03149,2024-03-27,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Software & SaaS,Figma,2365.57,USD,1000,True,Mr special final turn sit result century.
TXN-03360,2024-03-27,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Travel & Lodging,Airbnb,670.73,USD,3000,False,Want everything treatment mean over worker.
TXN-03427,2024-03-27,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Software & SaaS,AWS Marketplace,983.83,USD,1000,False,
TXN-03473,2024-03-27,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Professional Services,Accenture,6953.99,USD,5000,True,
TXN-04580,2024-03-27,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Advertising,Twitter/X Ads,12086.68,USD,10000,True,
TXN-04749,2024-03-27,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Office Supplies,Staples,36.86,USD,200,False,
TXN-04875,2024-03-27,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Professional Services,Deloitte Consulting,5375.72,USD,5000,True,
TXN-04944,2024-03-27,EMP-1488,Courtney Thomas,courtney.thomas@brex-demo.com,Marketing,Office Supplies,Amazon Business,178.36,USD,200,False,
TXN-00038,2024-03-28,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Software & SaaS,Figma,725.22,USD,1000,False,Finally free think image forward matter collection TV.
TXN-00121,2024-03-28,EMP-1488,Courtney Thomas,courtney.thomas@brex-demo.com,Marketing,Meals & Entertainment,Local Bistro,397.52,USD,150,True,
TXN-00203,2024-03-28,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Travel & Lodging,Hilton,844.01,USD,3000,False,
TXN-00253,2024-03-28,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Travel & Lodging,Hilton,2014.37,USD,3000,False,
TXN-00393,2024-03-28,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Travel & Lodging,Enterprise Rent-A-Car,2375.04,USD,3000,False,
TXN-00457,2024-03-28,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Hardware,Dell Technologies,644.32,USD,2500,False,
TXN-00539,2024-03-28,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Travel & Lodging,Uber,2972.31,USD,3000,False,Trouble investment last this smile heavy.
TXN-00812,2024-03-28,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Office Supplies,Grainger,294.16,USD,200,True,
TXN-00831,2024-03-28,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Hardware,Apple Business,971.87,USD,2500,False,
TXN-00945,2024-03-28,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Travel & Lodging,AmericanAirlines,1851.46,USD,3000,False,Green service difference smile interest into matter large.
TXN-01088,2024-03-28,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Travel & Lodging,AmericanAirlines,2274.38,USD,3000,False,
TXN-01112,2024-03-28,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Meals & Entertainment,DoorDash,251.84,USD,150,True,
TXN-01128,2024-03-28,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Travel & Lodging,Uber,2699.77,USD,3000,False,Last let study focus major let choose increase debate onto.
TXN-01432,2024-03-28,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Advertising,Twitter/X Ads,1840.4,USD,10000,False,
TXN-01496,2024-03-28,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,1706.36,USD,5000,False,Down here idea employee picture live weight know.
TXN-01592,2024-03-28,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Advertising,Google Ads,9068.9,USD,10000,False,
TXN-01617,2024-03-28,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Professional Services,McKinsey & Co,4942.98,USD,5000,False,
TXN-01755,2024-03-28,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Meals & Entertainment,DoorDash,465.78,USD,150,True,
TXN-01790,2024-03-28,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Office Supplies,Staples,117.06,USD,200,False,Product same hospital sell vote level.
TXN-01999,2024-03-28,EMP-1488,Courtney Thomas,courtney.thomas@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,324.75,USD,5000,False,
TXN-02141,2024-03-28,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Advertising,AdRoll,7627.04,USD,10000,False,
TXN-02237,2024-03-28,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Software & SaaS,Heroku,1250.53,USD,1000,True,Study form doctor course third morning.
TXN-02429,2024-03-28,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Hardware,Dell Technologies,703.87,USD,2500,False,
TXN-02514,2024-03-28,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Office Supplies,Staples,261.19,USD,200,True,
TXN-02581,2024-03-28,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Meals & Entertainment,Conference Catering Co.,189.72,USD,150,True,
TXN-02739,2024-03-28,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Travel & Lodging,Marriott,1732.1,USD,3000,False,
TXN-03220,2024-03-28,EMP-6514,Carlos Hanson,carlos.hanson@brex-demo.com,Finance,Software & SaaS,Notion,1013.7,USD,1000,True,
TXN-03346,2024-03-28,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Meals & Entertainment,DoorDash,282.13,USD,150,True,Myself pick assume suddenly believe unit create keep.
TXN-03415,2024-03-28,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Travel & Lodging,Marriott,3332.84,USD,3000,True,
TXN-03454,2024-03-28,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Advertising,LinkedIn Ads,13352.13,USD,10000,True,
TXN-03514,2024-03-28,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Professional Services,McKinsey & Co,6007.87,USD,5000,True,Network research draw yeah.
TXN-03794,2024-03-28,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Hardware,Dell Technologies,327.93,USD,2500,False,To almost even form notice.
TXN-04219,2024-03-28,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Software & SaaS,Notion,2241.44,USD,1000,True,
TXN-04441,2024-03-28,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Office Supplies,Amazon Business,209.96,USD,200,True,Economy sing president true truth any these.
TXN-04596,2024-03-28,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Advertising,LinkedIn Ads,820.96,USD,10000,False,
TXN-04747,2024-03-28,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Travel & Lodging,Hilton,840.35,USD,3000,False,But current employee decision nation begin can risk stay believe.
TXN-04965,2024-03-28,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Travel & Lodging,Marriott,578.58,USD,3000,False,
TXN-00305,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Meals & Entertainment,Conference Catering Co.,124.08,USD,150,False,Commercial produce card avoid would court my make anyone.
TXN-00363,2024-03-29,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Meals & Entertainment,Grubhub,237.97,USD,150,True,
TXN-00464,2024-03-29,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Software & SaaS,Figma,1870.74,USD,1000,True,
TXN-00595,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Office Depot,30.11,USD,200,False,Republican include wait drive decade mind language.
TXN-00664,2024-03-29,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Travel & Lodging,Airbnb,2296.34,USD,3000,False,Season expert ability mean agency describe some.
TXN-00679,2024-03-29,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Software & SaaS,Snowflake,1322.11,USD,1000,True,Group sea food management every.
TXN-00743,2024-03-29,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Meals & Entertainment,DoorDash,375.26,USD,150,True,
TXN-00925,2024-03-29,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Meals & Entertainment,Starbucks,193.94,USD,150,True,
TXN-01355,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Professional Services,Freelancer Invoice,7159.8,USD,5000,True,
TXN-01572,2024-03-29,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Travel & Lodging,Delta Airlines,430.71,USD,3000,False,
TXN-01867,2024-03-29,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Software & SaaS,Snowflake,1790.07,USD,1000,True,
TXN-02459,2024-03-29,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Travel & Lodging,Enterprise Rent-A-Car,2912.55,USD,3000,False,Identify improve technology item executive huge official few why under final.
TXN-02689,2024-03-29,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Meals & Entertainment,Chipotle,97.04,USD,150,False,
TXN-03074,2024-03-29,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Meals & Entertainment,OpenTable Restaurant,89.97,USD,150,False,
TXN-03157,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Amazon Business,141.7,USD,200,False,Where purpose blood relationship.
TXN-03185,2024-03-29,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Hardware,B&H Photo,2722.31,USD,2500,True,
TXN-03332,2024-03-29,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Hardware,B&H Photo,1551.21,USD,2500,False,
TXN-03591,2024-03-29,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Meals & Entertainment,Starbucks,210.38,USD,150,True,
TXN-03846,2024-03-29,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Meals & Entertainment,Local Bistro,81.18,USD,150,False,
TXN-03859,2024-03-29,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Advertising,Google Ads,10506.38,USD,10000,True,
TXN-04008,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Uline,155.58,USD,200,False,
TXN-04184,2024-03-29,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Office Supplies,Office Depot,51.74,USD,200,False,
TXN-04249,2024-03-29,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Advertising,AdRoll,2453.19,USD,10000,False,
TXN-04342,2024-03-29,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Hardware,B&H Photo,566.87,USD,2500,False,
TXN-04487,2024-03-29,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Office Supplies,Amazon Business,162.92,USD,200,False,
TXN-04542,2024-03-29,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Advertising,AdRoll,8607.69,USD,10000,False,
TXN-04570,2024-03-29,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Travel & Lodging,Lyft,2149.07,USD,3000,False,Push task little traditional join nature give.
TXN-04844,2024-03-29,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Staples,257.23,USD,200,True,
TXN-00035,2024-03-30,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Meals & Entertainment,Grubhub,258.87,USD,150,True,
TXN-00048,2024-03-30,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Meals & Entertainment,Starbucks,433.8,USD,150,True,
TXN-00188,2024-03-30,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Meals & Entertainment,Chipotle,454.09,USD,150,True,
TXN-00212,2024-03-30,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Hardware,CDW,705.01,USD,2500,False,
TXN-00372,2024-03-30,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Meals & Entertainment,Seamless,203.56,USD,150,True,
TXN-00405,2024-03-30,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Hardware,CDW,1789.24,USD,2500,False,
TXN-00878,2024-03-30,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Advertising,LinkedIn Ads,1776.31,USD,10000,False,
TXN-01124,2024-03-30,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Office Supplies,Uline,252.65,USD,200,True,
TXN-01244,2024-03-30,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Advertising,The Trade Desk,14377.9,USD,10000,True,
TXN-01313,2024-03-30,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Advertising,AdRoll,7599.47,USD,10000,False,
TXN-01424,2024-03-30,EMP-5012,Frances Pierce,frances.pierce@brex-demo.com,Engineering,Travel & Lodging,United Airlines,1929.77,USD,3000,False,
TXN-01555,2024-03-30,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Office Supplies,Grainger,178.71,USD,200,False,
TXN-01898,2024-03-30,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,1816.66,USD,5000,False,
TXN-01911,2024-03-30,EMP-8359,Rhonda Gutierrez,rhonda.gutierrez@brex-demo.com,Sales,Advertising,The Trade Desk,9259.33,USD,10000,False,
